Monument,2018,108,6.2,"Waking up on a cold bus, a group of students start their internships in a remote hotel. Are they prepared for what lies ahead?"
Gogol. Strashnaya mest,2018,107,6.0,The resurrection of Gogol brings hope to people. Then a deadly revenge begins.
Dansa forst,2018,87,5.7,"A romantic journey through Stockholm's swing dance world. A dramatic comedy about love, music and dance."
Tarde Para Morir Joven,2018,110,6.6,"During the summer of 1990 in Chile, people begin to feel a growing sense of freedom and three teenagers face their first loves and fears."
Alice T.,2018,105,6.3,"The story of Alice T., who gets pregnant at only 16 years old, and the relationship with her adoptive mother."
Porno para principiantes,2018,88,5.2,"A porn director, a fugitive, a priest. The life of Victor X."
Canavar Gibi,2018,103,3.3,"A swindler and mobile phone seller has a run-in with a mobster that costs him his life, but his buddies are keen to bring him back from the dead."
Target,2018,93,4.0,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.
Jai Simha,2018,159,4.8,A rowdy mechanic with a golden-heart turns into a body guard to save a family from goons.
Atlantic Rim: Resurrection,2018,86,1.8,"Los Angeles is under attack by monsters. The mechs attempting to fight them off are better armed than their precursors, but so are the creatures."
Dragon Ball Super: Broly,2018,100,7.9,"Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before."
Il segreto di una famiglia,2018,117,6.1,"Two sisters, as close as they are different, find themselves after a long separation."
The Farm,2018,80,3.7,A young couple gets kidnapped and treated like farm animals after stopping at a roadside diner to eat meat.
Il corriere - The Mule,2018,116,7.0,A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.
The Mountain,2018,106,5.5,"The story of a young man who, after losing his mother, goes to work with a doctor specializing in lobotomies and therapies."
Profile,2018,105,7.2,"An undercover British journalist infiltrates the online propaganda channels of the so-called Islamic State, only to be sucked in by her recruiter."
Paradox,2018,73,3.9,A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.
Dong wu shi jie,2018,132,6.5,A man finds himself deep in debt and is coerced to board a ship that hosts a risky gambling party.
Hua jia da ren zhuan nan hai,2018,119,5.3,"Nearly a year has gone by since the passing of Grandma, and the Zheng family is busy preparing for memorial rituals. Hwa Jia ("
Savarakathi,2018,114,7.1,A barber has a bad encounter with a gangster on the road and this results in him running all over the city to save himself.
Muslum,2018,136,7.8,"A biopic about turkish vocal artist Muslum Gurses, drama, childhood, his life."
Silent Panic,2018,96,4.8,"Three friends discover a dead body while on a camping trip, but cannot agree on whether or not to tell the police."
K.G.F: Chapter 1,2018,156,8.2,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people."
The Waiter,2018,104,6.2,"Renos, a lonely professional waiter, sees his well-organized life routine changing after an unexpected series of events."
Batti Gul Meter Chalu,2018,161,6.0,"The life of three friends takes a tragic turn due to an inflated electricity bill, which leads to a courtroom drama and social awakening."
Her Smell,2018,136,6.1,A self-destructive punk rocker struggles with sobriety while trying to recapture the creative inspiration that led her band to success.
Alem-i Cin,2018,93,3.7,Yeliz starts to see nightmares on the night of her 25th birthday. She sees bloody and dirty hidden secrets about her family.
Aleksi,2018,90,6.7,Aleksi is a disaffected 28-year-old who ignores her pressing responsibilities by following her impulses with various men.
Pantham,2018,122,6.4,Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.
Julemandens datter,2018,92,5.7,"To be the first girl accepted into Santa school, twelve-year-old Lucia must find a cure for a mystery illness caused by the devilish Krampus."
Kapalak Kizi,2018,94,3.8,The film draws inspiration from the reality of a girl who works as a janitor at a village school in Giresun.
Badhaai Ho,2018,124,8.0,A man is embarrassed when he finds out his mother is pregnant.
The Wedding Guest,2018,96,5.7,A story centered on a mysterious British Muslim man (Dev Patel) on his journey across Pakistan and India.
Bimba Devi Alias Yashodhara,2018,148,8.3,This film depicts the life journey of Prince Siddhartha and Princess Yashodhara.
Io c'e,2018,100,6.0,"To save his B&B from a failure, Massimo decides to turn it into a place of worship creating a new religion."
Tuo figlio,2018,103,6.1,"When his son is sent to the hospital after being hit by strangers, a father tries to find them regardless of the consequences."
The Bouncer,2018,94,5.9,"A nightclub bouncer in his fifties who's taken punches, literally and figuratively, struggles to raise his 8-year-old daughter."
Sabrina,2018,113,4.2,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.
Garbage,2018,105,3.4,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
Danur 2: Maddah,2018,92,5.7,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.
La reina del miedo,2018,107,6.2,An actress becomes over anxious in the days leading up to the premiere of her one-woman show.
Perdida,2018,103,5.6,"A policewoman, whose childhood friend disappeared in Patagonia years ago, starts a new search to find answers and soon finds her own life in danger."
Sogno di una notte di mezza eta - Amoureux de ma femme,2018,84,5.4,A man fantasizes about his best friend's new girlfriend. He is willing to throw caution to the wind to fulfill his wildest dreams.
Voyna Anny,2018,74,6.9,"During World War II, a little girl is left without parents and is forced to hide from the Nazis, taking care of herself on her own. Day after day."
Pocketman and Cargoboy,2018,87,2.6,Teenage secret agents must travel to the past and stop an evil doctor from creating a virus that wipes out all life in the future.
Sin Island,2018,106,6.1,"After his wife seems to lose interest in him, a photographer travels to an exotic island where he meets a recently separated woman."
70 Binladens,2018,100,5.9,A woman who tries recover her daughter becomes trapped in a bank assault.
Jarugandi,2018,136,5.4,A middle class youngster wants to make quick money and lands in a mess.
Les vieux fourneaux,2018,89,6.1,Three elderly men who have been friends since the 1960s bond over their lifetime of experiences together despite their differences.
Ambi Ning Vysaitho,2018,125,6.4,"Ambi, a former stunt master decides to leave his routine and inactive family life and sets on an adventurous journey to search for his first love."
Rise of the Legend,2018,111,7.2,Badminton player turned celebrity decides to immortalize himself and share his achievements in winning silver twice in the Olympics badminton event.
Loveyatri,2018,140,3.0,"Sushrut, a garba teacher, who falls in love with NRI girl Michelle when she visits town during festival"
The Oscar Nominated Short Films 2018: Animation,2018,83,7.5,An exclusive feature-length presentation showcasing this year's Oscar award nominees for Best Animated Short Film.
Morto Nao Fala,2018,110,6.2,"Stenio, the nightshifter of a morgue, has the ability to communicate with the cadavers that are brought to him every night."
KL Special Force,2018,106,6.6,"Tells a story about a group of special police unit force lead by Roslan, who has been trying to bring down a robbery gang lead by a guy named Asyraff."
Cosa fai a Capodanno?,2018,95,5.0,A group of swingers decide to spend New Year's Eve in a chalet. Their goal is to welcome the new year in a very original way: having an orgy.
Milosc jest wszystkim,2018,130,4.7,The Christmas fever of the December time starts with the arrival of an unusual Santa to the city. It will be a storm of exceptional events.
Searching,2018,102,7.6,"After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her."
The Matchmaker's Playbook,2018,89,6.4,"After a career-ending accident, former NFL recruit Ian Hunter is back on campus-and he's ready to get his new game on."
Meitantei Conan: Zero no Shikkonin,2018,115,6.2,Detective Conan investigates an explosion that occurs on the opening day of a large Tokyo resort and convention center.
Grass,2018,66,6.7,"In a small Cafe, Min-hee Kim plays a guest who prefers to observe but not interact with the other guests herself."
Ang dalawang Mrs. Reyes,2018,104,6.8,"After discovering their husbands have been having an affair with each other, two friends attempt to sabotage the relationship."
Mercury,2018,106,6.2,"When five friends gather for a high school reunion, they find themselves around a man deform with mercury poisoning."
Os Farofeiros,2018,103,5.9,Things go from bad to worse when four co-workers decide to enjoy the extended holiday at a beach house with their families.
Recreo,2018,95,5.7,"6 parents spend a weekend in a summer house with their children and once in there, they have fun like in the old times."
Inttelligent,2018,130,3.0,"Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad."
Mosadereh,2018,97,4.8,The film starts in the 1970s and is the story of a SAVAK's member (Reza Attaran) who involves in many different adventures and challenges.
Tangeye Abu Ghorayb,2018,93,6.5,The resistance of Ammar battalion in Abughoraib strait at the last days of Iran-Iraq war.
El pacto,2018,106,5.2,When Monica finds out her daughter is about to die she takes extreme measures to save her.
Inferninho,2018,82,7.0,"In a bar called Inferninho, the staff dream of escape. A handsome sailor with a dream of finding home arrives."
El mejor verano de mi vida,2018,91,5.8,"An unlucky salesman tries to fulfill the promise given to his son of giving him an unforgettable summer holidays, despite he hasn't money."
Bucket List,2018,150,6.1,A middle aged housewife takes the initiative to complete the bucket list of her deceased teenage heart donor.
Une annee polaire,2018,94,6.5,A teacher in Denmark takes a job in rural Greenland where he struggles to fit in with the locals.
Chekka Chivantha Vaanam,2018,146,7.3,A bloody power struggle erupts between three brothers who are vying to take over the family business following the death of their father.
First Lady,2018,96,4.7,"When Maria unknowingly falls for the man that killed the love of her life, all hell breaks loose."
Karwaan,2018,114,7.5,Two friends and a chirpy teenager take a road trip from Bangalore to Kochi.
Uqdat el-Khawagah,2018,93,4.9,The story of a poor but ambitious man gets into a relationship with a daughter of a wealthy man.
Enes Batur Hayal mi Gercek mi?,2018,110,4.1,Enes Batur has to decide between going to college or being a professional YouTuber.
Si saben como me pongo pa' que me invitan?,2018,90,4.8,Four couples go to a retreat center to repair their damaged relationships.
Sandakozhi 2,2018,155,5.2,Balu and his father have to protect a young man from a woman who has sworn vengeance on his entire clan.
Tagaru,2018,129,7.9,Duniya Soori's Tagaru takes us on a bloody ride through the dark underbelly of the underworld and their clash against the police.
Inspector Notty K,2018,147,5.3,Notty K encounters strange events on his visit to Italy to bring back Samira to reunite her with her family .
Silukkuvarupatti Singam,2018,134,5.4,A constable who prefers to mind his own business gets into a situation where he has to hide from a most-wanted gangster.
Pakka,2018,147,1.5,A heart-broken girl who decides to commit suicide is saved by a person who is a look alike of the former's lover.
Oru Kuppai Kathai,2018,135,6.5,A brokenhearted trash collector tries to win back his wife.
La vita segreta di mio marito,2018,90,4.9,A married woman's life turns upside down when she learns her husband is married to another woman.
Antariksham 9000 kmph,2018,140,6.0,"When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation."
Cake,2018,125,7.7,A woman who takes care of her aging parents and their land is joined by her sister when their parents' health worsens.
Neo-eui kyeol-hoon-sik,2018,110,6.9,The story of the man who receives a wedding invitation from his first love that he met in high school.
Sailaja Reddy Alludu,2018,147,5.1,The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.
Segreti mortali,2018,86,5.0,A mother and her young daughter move into a new house looking for a new start. But they soon realize that they will become part of a dark history.
Shaadi Teri Bajayenge Hum Band,2018,140,5.1,The story mainly builds on confusion and how that creates a huge humorous ruckus that will leave its audience in splits.
Il Tuttofare,2018,96,6.1,"We are all equal before the law, but some are more equal than others."
Chanakyatanthram,2018,130,5.4,"A fresh-out-of-college criminologist, finds himself pit against an evil mastermind, whom he has can only outdo by using his wits and courage."
Diya,2018,122,5.7,"After abortion, a woman's life takes an unexpected turn when she is visited by the foetus, who is now grown up and is visible to her."
Zomboyashchik,2018,62,2.9,The film is a collection of dozens of sketches that make fun of modern television.
The Marine 6: Close Quarters,2018,85,4.9,"Jake Carter and another former Marine, Luke Trapper, join forces to rescue a kidnapped girl from a gang of international criminals."
Fabrizio de Andre - Principe Libero,2018,193,6.7,A biopic on the personal and artistic life of Italian songwriter Fabrizio De Andre.
The Oscar Nominated Short Films 2018: Live Action,2018,96,7.8,Collective screening of the Academy Award nominated short films from the Live Action category for 2018.
Honor Up,2018,84,2.6,A drug lord's lieutenant struggles to protect his crime family and his own honor after a shootout.
O Clube dos Canibais,2018,81,5.7,"Otavio and Gilda's elite life falls in danger when Gilda accidentally discovers a secret from Borges, a powerful congressman, and the Club's leader."
Kadaikutty Singam,2018,149,6.9,"Gunasingam, a family-loving farmer who hails from a small town, tries his best to keep his big family united despite him being misunderstood by many."
GujjuBhai: Most Wanted,2018,157,7.3,Gujjubhai and his son Khagesh try a shortcut to earn money which gets them into trouble with terrorists and cops.
Thimiru Pudichavan,2018,156,5.4,An honest cop tries to bring a lot of positive changes in a city which is polluted by a goon's actions.
Dhadak,2018,138,4.5,"Set in Rajasthan, this love story explores how the protagonists deal with issues like differences between castes and honor killings."
Seethakaathi,2018,173,7.0,"Seethakaathi is a story, that chronicles the journey of Ayya, a legendary stage performer. The film showcases how an artiste and his art are immortal."
Seema Raja,2018,158,4.4,A youngster who belongs to a royal family needs to play saviour to his villagers.
Uc Harfliler: Beddua,2018,90,7.0,A little girl called a demon spirit to take her mother's murder revenge.
Hou lai de wo men,2018,120,7.3,"During the hectic chunyun period, 2 strangers traveling home meet on the train."
Il viaggio di Yao,2018,103,6.2,"A young boy from a rural Senegalese village goes to the capital Dakar to see his idol, French actor Seydou Tall."
Until Midnight,2018,78,7.6,"When Salem, A newly wed man returns home, He finds an unexpected visitor with sinister intentions."
Witch 2,2018,60,7.5,"After the events of first part, Silvia looks choking materials from found flash card. The witch started the hunt at her."
Lux: Krieger des Lichts,2018,104,5.8,"It is the story of a young man who moves out to do good. But instead of changing the world, it changes him."
Hereditary: Le radici del male,2018,127,7.3,A grieving family is haunted by tragic and disturbing occurrences.
Euforia,2018,115,6.5,A difficult situation gives two distant brothers the opportunity to get to know each other deeply.
Da xiang xi di er zuo,2018,230,7.8,Four people in a Chinese city live through a complicated day as their lives intersect.
Mumbai Pune Mumbai 3,2018,142,6.3,Mumbai Pune Mumbai 3 shows Gautam and Gauri's after marriage life. It is the sequel of the 2015 film
Ye Re Ye Re Paisa,2018,142,6.4,Its a story of funny misunderstandings that creates troubles for five individuals who are trying to achieve their life goals.
Koi wa ameagari no yo ni,2018,112,6.8,A young student falls in love with her middle-aged boss.
Aamhi Doghi,2018,140,7.6,Aamhi Doghi is about the relationships of today's women.
Time Jumpers,2018,79,4.6,"When a young man finds a time machine device, his life spins out of control."
Pass Over,2018,74,5.6,Two young men pass the time dreaming of the promised land.
Laung Laachi,2018,137,5.7,A newly married couple decide to live together as strangers and as the husband tries to win her by love.
Krishnarjuna Yudham,2018,156,5.6,A pair of look-a-likes hatch a plan to win over the women they love.
Homo Novus,2018,90,7.3,The action takes place in 1938. The film tells about a young artist Juris Upenajs who comes to Riga where he begins to build his career.
Cracking Nuts,2018,94,6.7,As regards to forgive him ...Jesus already does it for all of us .
Kunju Daivam,2018,153,7.7,"An ode to the age of innocence, Oru Kunju Daivam tells the story of a spirited boy and his little world full of miracles."
Parwaaz Hai Junoon,2018,130,8.2,"The life story of the brave soldiers of the Pakistan Army, mainly the Pakistan Air Force. Outlining their lives, relationships, duty and hardships."
Uma,2018,149,7.3,"The plot is based on true event surrounding the life and death of Evan Leversage, who lived in St George in Ontario, Canada."
Naqaab,2018,160,5.8,"After a accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice."
My Hero Academia the Movie - Two Heroes,2018,96,7.6,All Might and Deku accept an invitation to visit I Island where they battle against a villain who takes the island hostage.
Zoo,2018,95,5.5,A couple try to save their marriage during a zombie apocalypse.
Aravindha Sametha Veera Raghava,2018,162,7.7,A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.
Orphan Horse,2018,101,6.1,A young runaway girl hides out in the barn of a retired horse trainer and forms a bond with his troubled filly.
Peranbu,2018,147,9.0,"A single father tries to raise his daughter, who has cerebral palsy, even as she is beginning to wake up to her sexuality."
Prowler,2018,74,3.2,A man wrongfully accused of murder forms an unlikely partnership on his release and attempts to uncover the truth behind his wife's death...
Lakshmi,2018,130,6.8,A young girl dreams of winning the 'Pride of India Jr.' title in the National dance competition.
Aschhe Abar Shabor,2018,128,6.3,"When a serial killer starts targeting women at Kolkata and Chandannagar, Detective Shabor comes into action."
Awe!,2018,150,7.8,Unusual(multiple) persons tend to meet at a Restaurant and their life-changing moments take place in order to know about a single person.
Innan vintern kommer,2018,75,4.0,A family on a small farm tries to live as usual even though there is a violent coup in the country. The threat is constantly present.
Sajjan Singh Rangroot,2018,140,7.5,A Sikh serving in the British Indian Army is deputed to Europe to fight in World War I.
Sammohanam,2018,137,7.6,"An unexpected encounter leads a cartoonist, who despises film actors, to fall in love with an actress."
Los Angeles/Tehran,2018,93,2.3,"Two men come to Iran. One to visit his grandmother and another as an art dealer. When they discover that they are neighbors, the story begins."
Dong du te gong,2018,101,4.6,A disgraced agent is forced to come back for one last undercover assignment.
Thunder Road,2018,92,7.1,A police officer faces a personal meltdown following a divorce and the death of his mother.
Teefa in Trouble,2018,155,7.3,Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.
Taxiwaala,2018,137,7.0,"A job monger, Shiva ends up as a taxiwala only to realise that his ride is a beyond what anyone could have expected."
Mali,2018,90,6.4,"After spending four years in prison, a drug dealer will do anything to keep custody over his son."
Padayottam,2018,134,6.2,"The story revolves around a local don Chenkal Raghu, from Thiruvananthapuram and how the society perceives him."
Gintama 2: Okite wa yaburu tame ni koso aru,2018,134,6.6,The Yorozuya gang returns to protect the country's shogun when the Shinsengumi police force finds itself in a crisis.
Svinhery,2018,90,5.4,The whole film tells about a love triangle between a woman and two men.
Figlia mia,2018,97,6.0,"A daughter torn between two mothers, one who raised her with love and her biological mother, who instinctively claims her back."
Koli 2.0,2018,50,7.4,"When the brash son of a local mafia boss falls for the drug addicted troublemaker Koli, all hell breaks loose."
Tang ren jie tan an 2,2018,121,6.0,Tang and Qin team up to solve a murder in New York's Chinatown.
Bal Kaymak,2018,92,5.3,"In the film, a broken family is trying to get together again."
Goli Soda 2,2018,128,7.3,Three young friends struggle to make it big in the real world.
Gulaebaghavali,2018,129,5.3,Four criminals sent to a village to recover buried treasure by a don decide to cheat him and share the treasure between themselves.
Naachiyar,2018,100,6.8,"A police officer uncovers the truth about Kaathavarayan, a young man who is accused of assaulting his girlfriend."
Nome di donna,2018,98,5.8,A single mother faces a culture of sexual harassment at her new workplace.
Firebrand,2019,116,5.1,"The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story."
Girl With No Mouth,2019,97,5.9,"In a war-torn post-apocalyptic region, a bunch of kids, who suffer from deformed limbs due to a toxic explosion, embark on an adventure."
Pati Patni Aur Woh,2019,126,5.8,"Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman."
Easy Land,2019,90,6.0,"Follows a Serbian refugees mother and daughter, as they struggle to navigate the many obstacles facing newcomers to Canada."
Family of Thakurganj,2019,127,8.5,The film is based on small town of North India. Film's story is about confrontation of love and thoughts. Along with entertainment.
Pilsudski,2019,108,5.0,"The year 1901, a psychiatric hospital in the Russian partition. One of the patients is a political prisoner -"
Camille,2019,90,6.9,"The story of Camille Lepage, a French photojournalist who was killed at age 26 in the Central African Republic."
Mucize 2: Ask,2019,129,7.1,"During the 1960s, Aziz is a disabled man who finds himself in an arranged marriage with Mizgin, the most beautiful girl in the area."
Ghasr-e Shirin,2019,82,6.6,"When the mother of a separated family dies, Jalal the father returns to sort things out but he does not want to take the children with him."
Vivere due volte,2019,101,7.2,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.
Gang Leader,2019,155,7.6,"Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge."
Before You Know It,2019,98,5.1,A pair of sisters find out that the mother they thought was dead is alive and starring on a soap opera.
NTR: Mahanayakudu,2019,128,5.4,A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.
I migliori anni della nostra vita,2019,90,6.6,An old man is having memories of a former lover who is still alive. Images of their affair showing them young combine with dreams and poetry
Guava Island,2019,55,6.7,"A young musician seeks to hold a festival to liberate the oppressed people of Guava Island, even if only for a day."
Nerkonda Paarvai,2019,157,8.2,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
Operation Gold Fish,2019,127,4.5,A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.
Mata Batin 2,2019,116,5.5,"Alia is now working and living at an orphanage, where she meets a girl who also possesses inner eyes like her."
Teroristka,2019,95,6.8,An elderly woman decides to act on her own with a rifle as she gets fed up with injustice.
L'angelo del male - Brightburn,2019,90,6.1,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?"
Yuki no Hana,2019,125,6.2,"A terminally ill girl, who dreams of going to Finland to see the northern lights, falls in love."
Cattive acque,2019,126,7.6,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
Perfect 10,2019,83,6.0,An aspiring teen gymnast's world is turned upside down with the arrival of the half-brother she never knew she had.
Resgate,2019,100,6.1,A young ex-con seeking redemption is surprised by a bank foreclosure that forces him to plot against a ruthless crime boss.
Adonis Complex,2019,76,3.4,A group of friends rent an isolated lake house owned by a fitness obsessed man with mysterious intentions.
Rocks,2019,93,7.1,A teenage girl who suddenly finds herself struggling to take care of herself and her younger brother.
Kobiety mafii 2,2019,138,3.8,"After taking control of the capital, Nanny's gang prepares for the biggest smuggling action in the history of Poland."
Sympathie pour le diable,2019,100,7.8,"In an urban war zone where everything that moves is a target, Paul tries to live, love and inform."
Brochevarevarura,2019,138,8.0,"This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter."
A Room Full of Nothing,2019,85,3.3,"An artistic couple living in Austin, Texas, wake up one day to discover they are the last two people left on Earth."
Aamis,2019,107,8.1,"Two chaste lovers bow down to social taboos and repress their feelings, but doing so pushes them towards a horrific crime."
Cleavers: Killer Clowns,2019,93,3.4,Mind your head. Cleaver is back! And this time he's brought family!
Mr. & Ms. Rowdy,2019,146,4.7,Four wannabe goons desperately looking for contract gigs end up being challenged by a lady gangster.
A Man without a Shadow,2019,85,4.0,A movie maker experiences in real life the similar events he made a movie about.
Z,2019,83,5.6,A family find themselves terrorized by their eight-year-old son's imaginary friend.
Selvhenter,2019,91,6.0,Two estranged brothers embark on a road trip through Southern Europe in order to bring the body of their late father back to Denmark.
Diecisiete,2019,99,7.2,"To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother."
Stuber - Autista d'assalto,2019,93,6.2,A detective recruits his Uber driver into an unexpected night of adventure.
Olympic Dreams,2019,85,5.7,"In the Olympic Athlete Village, a young cross-country skier bonds with a volunteer doctor after her competition ends."
Akjilkyungchal,2019,127,6.3,A corrupt cop enlists a teenage girl's help to expose a corporate scandal and eventually becomes her unlikely protector.
Si yo fuera rico,2019,98,4.9,"A man which wife is filing to divorce him wins 25 million EUR in the lotto, hiding her to prevent sharing the half of the prize."
Il traditore,2019,153,7.1,"The real life of Tommaso Buscetta, the so-called ""boss of the two worlds,"" the first mafia informant in Sicily in the 1980s."
Monstri.,2019,116,6.5,"A long time married couple comes to decide within 24 hours, through encounters with strangers, that letting go might be their biggest proof of love."
Mera Naam Shaji,2019,134,4.6,"The lives of three men sharing the same name intertwine, leading to a series of hilarious incidents."
Gangs of Madras,2019,138,5.5,A woman who loses her husband in a police encounter plots to take revenge on the gangsters who had framed him.
Made in China,2019,128,6.2,"Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life."
Commando 3,2019,133,5.6,Karan goes to London to stop a terrorist attack on India.
The Other Lamb,2019,96,5.0,A girl born into an all-female cult led by a man in their compound begins to question his teachings and her own reality.
Chippa,2019,90,6.4,"On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more."
Boyz in the Wood,2019,87,6.3,"An anarchic, hip-hop inspired comedy that follows four city boys on a wilderness trek as they try to escape a mysterious huntsman."
Litus.,2019,85,6.4,A group of friends reunited after the suicide of one of them must to face all the secret and lies between them.
Adopt a Highway,2019,81,6.2,An ex-felon discovers a live baby left in a dumpster.
Giraffe,2019,82,6.1,A Danish summer: long days turn into blue nights. A tunnel is being built to connect Denmark and Germany. Three people meet and part ways again.
Bumperkleef,2019,82,5.8,"A cocksure, road-raging family man finds himself pursued and terrorized by the vengeful van driver he chooses to tailgate."
Jersey,2019,157,8.5,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.
Mr.Local,2019,155,3.1,A happy-go-lucky guy lands in trouble after he locks horns with an egoistic lady. Both of them try to outsmart each other during various situations.
Laal Kaptaan,2019,155,7.3,"In an 18th century setting, a Naga sadhu in India sets out on a journey across Bundelkhand to seek revenge for an injustice committed in the past."
Baccha shoshur,2019,124,5.5,Spandan Islam (Jeet) sees his father-in-law (Chiranjeet Chakraborty) in his son. How will he escape?
LKG,2019,124,6.9,A small-time politician dreams of becoming Chief Minister.
L'immortale,2019,116,6.2,"Ciro's body is slowly sinking in the Gulf of Naples. As he plunges into darkness, memories emerge."
Oleg,2019,108,6.7,A young Latvian butcher travels to Brussels in search of better wage but a series of misfortunes lead him to fall under the sway of a Polish criminal.
Kavacha,2019,160,7.7,"A blind man bonds with a young girl, and would go to great lengths to protect her from a serial killer."
Game Over,2019,102,7.1,A nyctophobic woman has to fight her inner demons to stay alive in the game called life.
Lontano lontano,2019,92,5.8,Three men in their seventies decide to leave their neighborhood life in Rome and find somewhere to relocate abroad.
Pompei,2019,95,6.0,Victor and his little brother scrape by through the thieving of artifacts as part of a community of vagrant children.
MS Slavic 7,2019,64,5.3,A young woman discovers letters in a Harvard archive that her great-grandmother wrote to a fellow Polish poet.
Viking Blood,2019,89,3.3,"When a stranger finds himself in the middle of a battle between the old gods and the new, he decides that neither side deserves to win."
Une belle equipe,2019,95,5.6,The women in a small rural town join forces to form a football club in order to save the funding for their city's field.
White on White,2019,100,6.2,A wedding photographer becomes overly intrigued by a young bride-to-be.
Koko: A Red Dog Story,2019,78,6.0,"An ordinary dog, whose good fortune and ability to connect with people, catapults him to fame."
Aadai,2019,143,6.3,A free-spirited girl gets the shock of her life when she finds herself naked in an abandoned building after a late-night party.
The Legend of 5 Mile Cave,2019,90,5.8,A mysterious drifter bonds with a boy with tales of the West. Past and present collide when a lawman appears seeking long-lost gold.
Cena con delitto - Knives Out,2019,130,7.9,"A detective investigates the death of a patriarch of an eccentric, combative family."
Jhalki,2019,104,8.8,"In a twinkle of an eye, a life-altering disappearance of her 7-year old kid brother sets Jhalki off on a mission to find him at all costs."
No manches Frida 2,2019,102,4.0,Zequi tries to regain Lucy's love by bringing the school's team to victory.
Jangsa-ri 9.15,2019,104,6.0,A depiction of the Battle of Incheon during the Korean War in 1950.
Saint Frances,2019,106,6.9,"After an accidental pregnancy turned abortion, a deadbeat nanny finds an unlikely friendship with the six-year old she's charged with protecting."
Foxtrot Six,2019,114,5.6,A former marine and his friends struggle to save Indonesia from a ruthless party leader.
A cause des filles..?,2019,96,5.0,A comedy of characters on the theme of seduction and the eternal misunderstanding between the sexes.
Miseongnyeon,2019,96,6.5,Two teenage girls struggle through their dysfunctional parents' affair.
Imaginary Order,2019,101,4.5,"The sexual, psychological, and moral unraveling of an obsessive-compulsive suburban mom."
La pequena Suiza,2019,86,4.8,A fictional Castillian village but located in Basque Country tries become part of Switzerland after a surprising discovery.
The Least of These: The Graham Staines Story,2019,112,6.3,"In India, a journalist investigates whether or not an Australian missionary is performing illegal conversions on the local townspeople."
Watchman,2019,95,5.2,"A day before his engagement, a man is threatened by a local goon over a debt which he owes him."
706,2019,120,5.3,"When a doctor goes missing, his psychiatrist wife treats the bizarre medical condition of a psychic patient, who knows much more than he's leading on."
Total Dhamaal,2019,130,4.2,A group of people learn about a hidden treasure and then they race to find it and claim it.
Between Two Ferns: Il film,2019,82,6.1,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.
An International Local Story,2019,123,7.3,A series of hilarious events take place when a young US-returned doctor is forced into an arranged marriage by his family.
Laal Kabootar,2019,102,7.8,He's looking for a way out of the city. But his only escape is through a woman looking for revenge.
Revenir,2019,77,6.1,A man in his early thirties returns to the rural farm of his childhood and rejoins the family struggle to get by.
Secret Obsession,2019,97,4.3,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember."
